"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Incoming Florida leaders say they'll push to allow oil rigs off Florida's coast.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""By 2009, dozens of senior terrorists had been taken off the battlefield by drones.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So weve taken 5 percent away from the private sector.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In South Florida, weve had nine inches of sea-level rise since the 1920s.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mitt Romney has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Washing hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The president of the United States came in the Tuesday before the election in a ward that went 99% for him in the last election and they couldnt even (increase) the vote there.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We know that every 85 visitors create one Florida job.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We understand that this heroin is primarily coming from Mexico, over the border. We understand that it is coming from across the U.S.-Mexico border.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined. Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""We have one of the most expensive General Assemblies, per capita, in the entire country,\"" he says.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Since February, 211,000 Floridians have lost their jobs.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""While I was mayor of the city of Providence we had the lowest crime rate in 30 years.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. Sen. Kay Bailey Hutchison has voted nine separate times to raise the national debt ceiling.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""George Bush rolled out a Medicare prescription D plan. It was a big mistake.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Child care costs in some states now exceed the average price tag for college tuition.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Thirty-four percent of Hispanics don\u2019t have any health care at all.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Members of Congress did not have three days to read the bill when the stimulus was rushed into law.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. forces in Iraq and Afghanistan include a \""few thousand that are still green card holders,\"" he says.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mitt Romneys' plan in Massachusetts was patterned after Obamacare in the U.S.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Georgia has some of the best maintained roads in America.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Americas wealthiest 25 percent pay 86 percent of total income taxes. Wealthiest 5 percent pay 60 percent of the total income tax.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lubbock terror suspects alleged plan to use baby dolls to conceal chemical explosives is similar to 1995 plot to blow up 12 jumbo jets over the Pacific Ocean.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillsborough County has the highest sales tax of all Florida counties. If voters agree in November to approve a one-cent sales tax increase, that will give Hillsborough County the highest tax in Florida.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""If you are a federally licensed gun dealer and your license is revoked because youve engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In New York, when she ran for reelection, she carried 58 of our 62 counties. George Bush had won 40 counties in New York just two years earlier.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Not one candidate on the debate stage has military experience. On the main GOP presidential debate:""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Georgia is one of three states that effectively have no regulations whatsoever on lobbyists giving to legislators.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In Massachusetts, half of the primary care doctors are not accepting new patients.""}, {""role"": ""assistant"", ""content"": """"}]}"
